word,classification;
irrational,C2;
insignificant,C1;
intolerant,C2;
inexperienced,B2;
inedible,C1;
irresponsible,B2;
injection,C2;
inclusive,C1;
insensitive,C1;
interactive,C1;
interactive,B2;
illegally,B2;
impatiently,B2;
incredibly,B2;
implicit,C2;
impatient,B2;
immature,C2;
insane,C2;
inadequate,C1;
inferior,C1;
insecure,C1;
inconsiderate,C2;
inhuman,C2;
innate,C2;
the Internet,A1;
irregular,B2;
favourable,B2;
formidable,C2;
grammatical,C2;
hierarchical,C2;
financial,B1;
global,B2;
intellectual,B2;
hysterical,C1;
hypocritical,C2;
intellectual,C2;
industrial,B2;
important,A1;
inhabitant,B2;
injured,B2;
flawed,C2;
fried,A2;
grilled,A2;
interested,A2;
frightened,B1;
impressed,B2;
irritated,B2;
gifted,C1;
fluent,B2;
innocent,B2;
intelligent,B1;
independent,B2;
harmful,B2;
graceful,C1;
grateful,B1;
helpful,B1;
hopeful,B1;
forceful,C2;
graceful,C2;
genetic,C1;
heroic,C1;
idealistic,C1;
gymnastic,B2;
growing,B2;
intriguing,C2;
freezing,B1;
good-looking,A2;
interesting,A1;
frightening,B1;
irritating,B2;
frustrating,C1;
foolish,B2;
impressive,B2;
imaginative,C1;
impulsive,C2;
harmless,B2;
faultless,C2;
flawless,C2;
hopeless,B1;
hopeless,B2;
fearless,C2;
finally,B1;
fortunately,B1;
fully,B1;
generally,B1;
heavily,B1;
honestly,B1;
hopefully,B1;
firstly,B2;
fluently,B2;
frankly,B2;
generally,B2;
greatly,B2;
highly,C1;
incidentally,C1;
financially,B2;
globally,B2;
happily,B1;
foolishly,B2;
furiously,B2;
gently,B2;
happily,B2;
honestly,B2;
hopefully,B2;
icily,C2;
intellectually,C2;
intensely,C2;
government,B1;
generous,B1;
furious,B2;
healthy,A2;
guilty,B2;
faulty,B2;
filthy,C1;
hungry,A1;
fatty,C1;
foggy,A2;
icy,B1;
funny,A1;
guilty,B1;
greedy,B2;
icy,B2;
fussy,C2;
group,A1;
fine,A1;
good,A1;
fit,A2;
ill,A2;
feeble,C2;
fresh,C2;
how,A2;
germ,C1;
itch,B2;
flat,B1;
great,B1;
here,A1;
hardly,B1;
how,B1;
indeed,B1;
furthermore,B2;
hardly,B2;
initial,B1;
guideline,C1;
issue,C2;
green,A1;
grey,A1;
fine,A2;
good,A2;
great,A2;
happy,A2;
hard,A2;
heavy,A2;
high,A2;
horrible,A2;
indoor,A2;
front,B1;
gentle,B1;
giant,B1;
heavy,B1;
high,B1;
huge,B1;
individual,B1;
fierce,B2;
firm,B2;
genuine,B2;
high,B2;
ideal,B2;
inaccurate,B2;
inconvenient,B2;
inner,B2;
inside,B2;
good,C1;
harsh,C1;
immense,C1;
intense,C1;
fine,C2;
fragile,C2;
fragrant,C2;
grim,C2;
in,A2;
inside,A2;
indoors,B1;
flat,B2;
high,C1;
half,A2;
fresh,A2;
hot,B1;
flat,C2;
ingredient,B1;
grain,C2;
first-floor,B1;
floor,A1;
infrastructure,C1;
free,A2;
gross,C1;
green,B1;
humid,B1;
green,B2;
fertile,C2;
hunt,C1;
handsome,B1;
favourite,A1;
happy,A1;
glad,A2;
good,B1;
honest,B1;
fond,B2;
hard,B2;
genuine,C1;
fearful,C2;
firm,C2;
humble,C2;
idle,C2;
immune,C2;
intense,C2;
irritable,C2;
generously,B2;
idea,B2;
fuss,C1;
fury,C2;
gay,B1;
fellow,B2;
intimate,C2;
household,B2;
hand-held,B1;
high-tech,B2;
hi-tech,B2;
in,B2;
full-time,B1;
inevitable,C1;
invaluable,C1;
inconceivable,C2;
indispensable,C2;
indisputable,C2;
inexplicable,C2;
innumerable,C2;
immoral,B2;
informal,B2;
internal,B2;
international,A2;
insufficient,C1;
indifferent,C2;
impossible,B1;
impossible,C2;
irresistible,C2;
irreversible,C2;
intrinsic,C2;
inexpensive,B1;
incredibly,C1;
indirectly,C1;
inevitably,C1;
informally,C1;
invariably,C2;
internationally,B1;
illiterate,C2;
imperfect,C1;
immortal,C2;
inappropriate,C1;
indirect,C1;
inefficient,C1;
integral,C1;
indirect,C2;
insecure,C2;
intermediate,B1;
hospitable,C1;
favourable,C2;
historical,B1;
functional,B2;
gradual,B2;
identical,B2;
horizontal,C1;
influential,C1;
fictional,C2;
fundamental,C2;
important,B1;
fixed,B2;
improved,B2;
frustrated,C1;
furnished,C1;
genetically modified,C1;
honoured,C1;
industrialized,C1;
isolated,C1;
fixed,C2;
horrified,C2;
humiliated,C2;
independent,B1;
innocent,C2;
further,A2;
further,B1;
further,B2;
fruitful,C1;
hopeful,C2;
flexible,B2;
incredible,B2;
invisible,B2;
feasible,C1;
flexible,C2;
historic,B1;
ironic,C2;
forthcoming,B2;
forthcoming,C1;
gripping,C1;
fulfilling,C2;
horrifying,C2;
humiliating,C2;
formation,C2;
interpretation,C2;
intensive,B2;
informative,C1;
innovative,C1;
helpless,C1;
homeless,C1;
harmless,C2;
hourly,B2;
finally,A2;
immediately,A2;
frequently,B1;
finely,B2;
firmly,B2;
freely,B2;
gradually,B2;
highly,B2;
ideally,B2;
importantly,B2;
increasingly,B2;
independently,B2;
initially,B2;
innocently,B2;
instantly,B2;
formally,C1;
happily,C1;
historically,C1;
hourly,C1;
immediately,C1;
immensely,C1;
inappropriately,C1;
individually,C1;
intensively,C1;
interestingly,C1;
internally,C1;
fundamentally,C2;
harshly,C2;
hopelessly,C2;
indefinitely,C2;
infinitely,C2;
ironically,C2;
generous,C1;
hilarious,C1;
humorous,C1;
hazardous,C2;
infectious,C2;
funny,B1;
grumpy,C1;
floppy,C2;
healthy,C2;
first,A1;
hard,A1;
hot,A1;
final,A2;
first,A2;
foreign,A2;
friendly,A2;
full,A2;
half-price,A2;
female,B1;
forbidden,B1;
former,B1;
frequent,B1;
fresh,B1;
full,B1;
future,B1;
general,B1;
gorgeous,B1;
hard,B1;
hidden,B1;
incorrect,B1;
foreign,B2;
formal,B2;
fortunate,B2;
fresh,B2;
general,B2;
glad,B2;
golden,B2;
great,B2;
grey,B2;
hard-working,B2;
hidden,B2;
immediate,B2;
initial,B2;
instant,B2;
intransitive,B2;
feminine,C1;
formal,C1;
foul,C1;
fresh,C1;
gentle,C1;
grand,C1;
grey,C1;
hard,C1;
hectic,C1;
holy,C1;
hostile,C1;
imaginary,C1;
immediate,C1;
final,C2;
finite,C2;
frail,C2;
frantic,C2;
heavy,C2;
high,C2;
high-profile,C2;
hollow,C2;
humanitarian,C2;
hygienic,C2;
ignorant,C2;
imminent,C2;
infinite,C2;
inherent,C2;
intact,C2;
interim,C2;
how,A1;
here,A2;
home,A2;
however,A2;
instead,A2;
first,B1;
forever,B1;
forward,B1;
furthest,B1;
half,B1;
home,B1;
in,B1;
forever,B2;
forward,B2;
genuinely,B2;
here,B2;
forward,C1;
hence,C1;
fortnight,B1;
hurry,B1;
fire brigade,B2;
growth,B2;
headquarters,B2;
impact,B2;
ingredient,B2;
fiction,C1;
fright,C1;
frenzy,C2;
frontier,C2;
heap,C2;
impact,C2;
irony,C2;
hire,B2;
grade,C1;
impact,C1;
narrative,C2;
notify,C1;
measure,C2;
mountain,C2;
maths,A2;
lab,B1;
joint,C1;
note,B1;
obtain,B2;
observe,C1;
kid,A2;
lad,C2;
mum,A1;
mate,B1;
occupation,C1;
offspring,C2;
merit,C1;
nature,C1;
merit,C2;
oblige,C1;
minute,A2;
kick,C2;
junk,C1;
make,B1;
land,C2;
kill,C1;
mislead,C1;
misinterpret,C2;
musical,B2;
official,C2;
maintenance,B2;
offender,B2;
learner,B2;
observer,C2;
master,C2;
monster,C2;
leader,B1;
lover,B1;
keeper,B1;
leader,C1;
MP3 player,A2;
manager,A2;
officer,B1;
manufacturer,B2;
officer,B2;
miner,C1;
meeting,A2;
meaning,B1;
learning,B2;
lightning,B1;
marketing,B2;
landing,B2;
manufacturing,B2;
objection,B2;
legislation,C2;
orientation,C2;
motivation,B2;
obsession,B2;
occupation,A2;
organization,B1;
mission,C2;
optimism,C2;
optimist,C1;
materialist,C2;
motorist,B2;
obesity,C1;
longevity,C2;
mortality,C2;
majority,B2;
minority,B2;
organize,B1;
organize,B2;
movement,B2;
management,B2;
kindness,B2;
laziness,B2;
nervousness,C1;
openness,C2;
narrator,C2;
operator,B2;
leadership,C1;
killer,B1;
murderer,B1;
lion,A2;
monkey,A2;
mouse,A2;
kangaroo,B1;
kitten,B1;
mosquito,B1;
leopard,B2;
owl,B2;
mammal,C1;
nest,C2;
movie,A1;
newspaper,A1;
keyboard,A2;
magazine,A2;
novel,B1;
item,B2;
masterpiece,C2;
melody,C2;
note,C2;
organ,C2;
music,A1;
jazz,A2;
newspaper,A2;
literature,B1;
opera,A2;
lyrics,B2;
leg,A1;
mouth,A1;
nose,A1;
neck,A2;
knee,B1;
lip,B1;
jaw,B2;
lap,B2;
lung,B2;
nail,B2;
organ,C1;
joint,C2;
kidney,C2;
knuckle,C2;
needle,C2;
nerve,C2;
nostril,C2;
medicine,A2;
liver,B2;
muscle,B2;
labour,C2;
jacket,A1;
jumper,A2;
necklace,A2;
mask,B2;
neck,C2;
jewellery,A2;
kit,A2;
jeans,A1;
knickers,B1;
look,C1;
language,A1;
letter,A1;
message,A1;
name,A1;
note,A1;
number,A1;
letter,A2;
licence,A2;
list,A2;
notebook,A2;
notice,A2;
offer,A2;
joke,B1;
label,B1;
lie,B1;
line,B1;
logo,B1;
manual,B2;
matter,B2;
native speaker,B2;
order,B2;
outline,B2;
mark,C1;
memo,C1;
label,C2;
margin,C2;
motion,C2;
mail,A2;
news,A2;
language,B1;
notice,B1;
jargon,C1;
language,C1;
material,B1;
legend,B2;
mention,B2;
myth,B2;
metaphor,C2;
listen,B1;
object,B2;
moan,C2;
know,A1;
mean,A2;
mean,B1;
mention,B1;
name,B1;
justify,B2;
list,B2;
mark,B2;
oppose,B2;
motivate,C1;
maintain,C2;
learn,B1;
mumble,B2;
mutter,B2;
lobby,C2;
offence,B2;
magistrate,C1;
massacre,C2;
justice,B2;
law,B2;
kilo,A2;
kilogram,A2;
kilometre,A2;
litre,A2;
metre,A2;
limit,B1;
mile,B1;
millimetre,B1;
level,B2;
load,B2;
outline,C2;
orange,A2;
length,B1;
number,B1;
length,C1;
left,A2;
maximum,B1;
lesson,A1;
mark,A2;
nursery,B2;
learn,A1;
know,B1;
knife,A1;
meal,A1;
main course,A2;
menu,A2;
mug,A2;
mushroom,A2;
omelette,A2;
kettle,B1;
oven,B1;
loaf,B2;
meat,A1;
milk,A1;
jam,A2;
lemonade,A2;
mineral water,A2;
junk food,B2;
mint,B2;
mustard,C1;
juice,A1;
lunch,A1;
orange,A1;
lemon,A2;
lunchtime,A2;
mango,A2;
melon,A2;
oil,A2;
onion,A2;
lettuce,B1;
leek,B2;
key,A1;
kitchen,A1;
living room,A1;
museum,A1;
lamp,A2;
library,A2;
lift,A2;
light,A2;
mirror,A2;
office,A2;
laboratory,B1;
ladder,B1;
monument,B1;
lobby,B2;
monument,B2;
landmark,C1;
lounge,C1;
mansion,C1;
loft,C2;
loan,B1;
loss,C1;
overdraft,C1;
legacy,C2;
offer,C2;
money,A1;
means,C2;
outgoings,C2;
lake,A2;
mountain,A2;
landscape,B1;
leaf,B1;
log,C1;
nature,A2;
land,B1;
life,B1;
oil,B1;
land,B2;
moonlight,B2;
mud,B2;
jungle,B1;
metal,B1;
mist,B2;
oak,B2;
ocean,B1;
kick,A2;
kiss,A2;
jump,B1;
laugh,B1;
look,B1;
launch,C1;
march,C1;
move,C1;
move,C2;
laughter,B2;
listen,A1;
look,A1;
jump,A2;
laugh,A2;
lie,A2;
jog,B1;
knock,B1;
meet,B1;
move,B1;
kneel,B2;
opt,C1;
make,A1;
join,A2;
leave,A2;
lend,A2;
lose,A2;
make,A2;
miss,A2;
open,A2;
join,B1;
lift,B1;
mend,B1;
miss,B1;
offer,B1;
keep,B2;
launch,B2;
lick,B2;
limit,B2;
locate,B2;
lower,B2;
maintain,B2;
observe,B2;
occupy,B2;
overcome,B2;
monitor,C1;
occupy,C1;
omit,C1;
mount,C2;
kick,A1;
meet,A1;
open,A1;
move,A2;
lead,B1;
light,B1;
lock,B1;
manage,B1;
lead,B2;
miss,B2;
obey,B2;
merge,C2;
man,A1;
lady,B1;
moustache,B1;
look,B2;
make-up,A2;
mind,B1;
joy,B2;
liar,B2;
legend,C1;
life,B2;
loyalty,B2;
mercy,C2;
outrage,C2;
memory,B1;
mood,B1;
love,B2;
misery,B2;
nature,B2;
nerves,B2;
like,A1;
love,A1;
know,A2;
offend,B2;
judge,B1;
learn,B2;
king,A2;
kingdom,B2;
nation,B2;
mother,A1;
member,A2;
neighbour,A2;
love,B1;
nephew,B1;
niece,B1;
mother-in-law,B2;
opponent,B2;
orphan,C2;
marriage,B1;
mix,B2;
leave,B1;
market,A2;
match,A2;
league,B1;
net,B1;
marathon,B2;
martial art,B2;
market,C1;
leisure,B1;
lose,B1;
laptop,A2;
machine,A2;
model,A2;
link,B1;
message board,B1;
key,B2;
laser,B2;
microphone,B2;
monitor,B2;
network,B2;
machinery,C1;
memory,A2;
journey,A2;
map,A2;
motorbike,A2;
motorway,A2;
jet,B1;
lorry,B1;
jam,B2;
lane,B2;
itinerary,C1;
luggage,A2;
job,A1;
job,A2;
model,B1;
overtime,B2;
labour,C1;
leave,C2;
job,B2;
manufacture,B2;
overload,C2;
open,B2;
operate,B2;
murder,B1;
mosque,A2;
misunderstanding,B2;
misfortune,C1;
misuse,C1;
misbehave,C1;
misunderstand,B2;
misplace,C2;
original,B2;
occurrence,C1;
negligence,C2;
lawyer,B1;
lighter,B1;
monster,B1;
lecturer,B2;
maker,B2;
master,B2;
minister,B2;
organizer,B2;
listener,C1;
mechanic,A2;
opening,C2;
jogging,B1;
lighting,B2;
mining,C1;
networking,C1;
loathing,C2;
living,B2;
location,B1;
occasion,B1;
mission,B2;
occasion,B2;
motivation,C1;
negotiation,C1;
observation,C1;
observation,B2;
opposition,C1;
organization,C1;
occupation,C2;
obligation,B2;
liberation,C1;
limitation,C1;
migration,C1;
modification,C1;
nomination,C1;
medication,C2;
mechanism,C1;
journalism,B2;
materialism,C2;
journalist,B1;
novelist,B2;
mentality,C1;
minority,C1;
necessity,C1;
liability,C1;
mediocrity,C2;
normality,C2;
nationality,A1;
opportunity,B1;
objective,B2;
minimize,C1;
maximize,C2;
judgment,B2;
movement,C1;
judgment,C2;
loneliness,C1;
membership,B1;
killing,B1;
kind,A1;
minute,A1;
mobile,A1;
mobile phone,A1;
month,A1;
key,A2;
kite,A2;
level,A2;
line,A2;
mistake,A2;
moment,A2;
noun,A2;
nurse,A2;
order,A2;
item,B1;
jar,B1;
jug,B1;
key,B1;
kit,B1;
lecture,B1;
lottery,B1;
mall,B1;
method,B1;
modal (verb),B1;
moment,B1;
musician,B1;
neighbourhood,B1;
nightclub,B1;
nightmare,B1;
noticeboard,B1;
object,B1;
olive,B1;
opinion,B1;
opposite,B1;
option,B1;
jewel,B2;
judge,B2;
landlady,B2;
landlord,B2;
layer,B2;
leaflet,B2;
leak,B2;
lesson,B2;
lid,B2;
lifestyle,B2;
line,B2;
link,B2;
male,B2;
match,B2;
mayor,B2;
measure,B2;
medal,B2;
message,B2;
mine,B2;
miracle,B2;
motive,B2;
motor,B2;
needle,B2;
neighbour,B2;
note,B2;
nut,B2;
jam,C1;
journal,C1;
king,C1;
knob,C1;
ladder,C1;
lawn,C1;
layout,C1;
level,C1;
line,C1;
luxury,C1;
mat,C1;
ministry,C1;
mode,C1;
myth,C1;
nap,C1;
network,C1;
newsletter,C1;
nickname,C1;
norm,C1;
notion,C1;
obstacle,C1;
overview,C1;
journal,C2;
knot,C2;
landmark,C2;
law,C2;
leak,C2;
leap,C2;
lifespan,C2;
line,C2;
lump,C2;
market,C2;
memorial,C2;
millennium,C2;
missile,C2;
model,C2;
murmur,C2;
novelty,C2;
odour,C2;
ordeal,C2;
ornament,C2;
outbreak,C2;
outlet,C2;
leather,A2;
luck,A2;
magic,A2;
midday,A2;
midnight,A2;
noon,A2;
north,A2;
law,B1;
luxury,B1;
medicine,B1;
nightlife,B1;
northeast,B1;
northwest,B1;
order,B1;
laundry,B2;
liberty,B2;
litter,B2;
luck,B2;
magic,B2;
man,B2;
mankind,B2;
opinion,B2;
jealousy,C1;
junk mail,C1;
literacy,C1;
logic,C1;
neglect,C1;
nutrition,C1;
office,C1;
likelihood,C2;
linen,C2;
lure,C2;
matter,C2;
momentum,C2;
morale,C2;
nostalgia,C2;
order,C2;
output,C2;
January,A1;
July,A1;
June,A1;
life,A1;
March,A1;
May,A1;
Monday,A1;
morning,A1;
night,A1;
noise,A1;
November,A1;
October,A1;
jail,B1;
lamb,B1;
liquid,B1;
mystery,B1;
length,B2;
loss,B2;
material,B2;
mixture,B2;
origin,B2;
origin,C1;
justification,C2;
memory,C2;
merger,C2;
mishap,C2;
monopoly,C2;
muddle,C2;
omission,C2;
means,B2;
outskirts,B2;
odds,C1;
mix,B1;
the last minute,B2;
manner,B2;
mess,B2;
need,B2;
note,C1;
outlook,C1;
loss,C2;
match,C2;
outlook,C2;
matter,A2;
live,B1;
operate,B1;
jump,B2;
occur,B2;
mingle,C1;
lecture,C2;
lie,C2;
linger,C2;
live,C2;
loom,C2;
need,A1;
keep,A2;
keep,B1;
let,B1;
need,B1;
open,B1;
own,B1;
lack,B2;
leave,B2;
light,B2;
lose,B2;
make,B2;
move,B2;
name,B2;
overlook,B2;
keep,C1;
label,C1;
make,C1;
manage,C1;
match,C1;
meet,C1;
modify,C1;
nominate,C1;
number,C1;
offer,C1;
outnumber,C1;
outrage,C1;
outweigh,C1;
overdo,C1;
overtake,C1;
overwhelm,C1;
juggle,C2;
know,C2;
loathe,C2;
mark,C2;
meet,C2;
moderate,C2;
number,C2;
nurse,C2;
observe,C2;
offset,C2;
overhear,C2;
leave,A1;
mix,A2;
knit,B1;
marry,B1;
match,B1;
lend,B2;
melt,B2;
nod,B2;
overtake,B2;
judge,C1;
lengthen,C1;
lessen,C1;
negotiate,C1;
overestimate,C1;
judge,C2;
lead,C2;
loosen,C2;
mingle,C2;
overflow,C2;
overlap,C2;
kill,A2;
kill,C2;
OK,A1;
moreover,B2;
OK,A2;
mad,A2;
mad,B1;
laid-back,C2;
notwithstanding,C1;
likewise,C2;
miserable,C2;
misleading,B2;
misinterpretation,C2;
noticeable,C1;
musical,A2;
orchestral,B2;
medical,B2;
oral,B2;
minimal,C1;
mental,B2;
liberal,C1;
natural,C1;
national,A2;
official,B2;
observant,C2;
limited,B1;
old-fashioned,B1;
middle-aged,B1;
motivated,B2;
organized,B2;
narrow-minded,C1;
open-minded,C1;
married,A2;
overworked,C1;
lenient,C2;
negligible,C2;
organic,B2;
optimistic,B2;
magnetic,C1;
outstanding,B2;
off-putting,C2;
moving,B2;
outgoing,C1;
overwhelming,C1;
operation,B1;
operation,C1;
opportunity,B2;
negative,B2;
massive,B2;
lucrative,C2;
negative,B1;
offensive,B2;
obsessive,C2;
merciless,C2;
musically,C2;
naturally,C1;
medically,C2;
mainly,B1;
largely,B2;
necessarily,B2;
legally,B2;
lovely,A2;
merely,B2;
negatively,B2;
nicely,B2;
merely,C2;
moderately,C2;
lively,B1;
lonely,B1;
kindly,B1;
jealously,B2;
nervously,B2;
openly,C1;
naturally,C2;
measurement,B2;
measurement,C2;
marvellous,B1;
luxurious,C1;
monotonous,C1;
numerous,C1;
jealous,B1;
nervous,B1;
jealous,B2;
outrageous,B2;
malicious,C2;
misty,B2;
lazy,A2;
nosy,C2;
literary,B2;
on,C2;
orchestra,B1;
non-smoking,B2;
on,A2;
long,A2;
little,B2;
no,A1;
maybe,A2;
no,A2;
just,B1;
nevertheless,B2;
overall,B2;
madam,B1;
nonsense,B2;
material,C1;
legal,B2;
legitimate,C2;
jury,B2;
light,A1;
little,A1;
long,A1;
new,A1;
nice,A1;
large,A2;
left-hand,A2;
loud,A2;
low,A2;
old,A2;
last,B1;
low,B1;
magnificent,B1;
main,B1;
medium,B1;
minimum,B1;
narrow,B1;
nasty,B1;
navy blue,B1;
near,B1;
nearby,B1;
outdoor,B1;
low,B2;
medieval,B2;
mere,B2;
middle,B2;
modest,B2;
outer,B2;
outside,B2;
oval,B2;
middle,C1;
mild,C1;
moderate,C1;
mundane,C1;
marginal,C2;
mediocre,C2;
minute,C2;
outside,A1;
less,A2;
most,A2;
outside,A2;
over,A2;
least,B1;
more,B1;
much,B1;
little,C1;
mild,B2;
off,B2;
overdrawn,C1;
monetary,C2;
owe,B1;
lose,C1;
mild,B1;
old,A1;
kind,A2;
keen,B1;
miserable,B1;
new,B1;
loyal,B2;
mature,B2;
mean,B2;
miserable,B2;
nasty,B2;
naughty,B2;
knowledgeable,C1;
low,C1;
modest,C1;
naive,C1;
noble,C1;
mechanical,C2;
open,C2;
mentally,B2;
knowledge,B1;
nuisance,B2;
left-wing,C1;
out,B1;
online,A2;
mechanical,B2;
off,A2;
on,B1;
jam,C2;
misinform,C1;
memorable,B2;
liable,C1;
notable,C1;
normal,A2;
natural,B1;
original,B1;
logical,B2;
magical,B2;
mathematical,B2;
natural,B2;
optional,B2;
municipal,C1;
musical,C1;
nutritional,C1;
occasional,C1;
literal,C2;
naval,C2;
limited,B2;
overcrowded,C1;
muddled,C2;
non-existent,C1;
negligent,C2;
later,B2;
later,C2;
later,A2;
meaningful,B2;
merciful,C2;
linguistic,C1;
materialistic,C2;
nostalgic,C2;
missing,A2;
missing,B1;
leading,B2;
neighbouring,B2;
never-ending,C1;
opening,C1;
long-lasting,C2;
long-running,C2;
ongoing,C2;
outgoing,C2;
meaning,B2;
opening,B2;
longing,C2;
negative,A2;
needless,C2;
likely,B1;
monthly,B1;
lonely,B2;
nearly,A2;
lately,B1;
lightly,B1;
loudly,B1;
mostly,B1;
normally,B1;
obviously,B1;
lastly,B2;
literally,B2;
morally,B2;
narrowly,B2;
naturally,B2;
newly,B2;
normally,B2;
occasionally,B2;
originally,B2;
jointly,C1;
lightly,C1;
likely,C1;
magnificently,C1;
modestly,C1;
mysteriously,C1;
neatly,C1;
notably,C1;
noticeably,C1;
objectively,C1;
officially,C1;
logically,C2;
modestly,C2;
oddly,C2;
obvious,B1;
mysterious,B2;
notorious,C1;
nutritious,C1;
meticulous,C2;
membership,C1;
lucky,A2;
noisy,A2;
juicy,B1;
lucky,B1;
messy,B1;
lazy,B2;
muddy,B2;
lengthy,C1;
juicy,C2;
mighty,C2;
late,A1;
only,A1;
last,A2;
latest,A2;
lost,A2;
modern,A2;
next,A2;
own,A2;
little,B1;
local,B1;
loose,B1;
lost,B1;
magic,B1;
male,B1;
modern,B1;
neat,B1;
necessary,B1;
next-door,B1;
northern,B1;
ordinary,B1;
out-of-date,B1;
overnight,B1;
joint,B2;
junior,B2;
known,B2;
last-minute,B2;
latter,B2;
long-distance,B2;
long-term,B2;
loose,B2;
major,B2;
minor,B2;
moral,B2;
naked,B2;
nationwide,B2;
native,B2;
nuclear,B2;
odd,B2;
opposite,B2;
overseas,B2;
overweight,B2;
just,C1;
justified,C1;
juvenile,C1;
keen,C1;
legendary,C1;
long-time,C1;
lost,C1;
masculine,C1;
mass,C1;
middle-class,C1;
mistaken,C1;
moral,C1;
multiple,C1;
mutual,C1;
naked,C1;
neutral,C1;
obese,C1;
obligatory,C1;
obsolete,C1;
outside,C1;
justifiable,C2;
late,C2;
lavish,C2;
lethal,C2;
lifelong,C2;
literate,C2;
loose,C2;
mainstream,C2;
mean,C2;
miniature,C2;
narrow,C2;
native,C2;
near,C2;
obligatory,C2;
off,C2;
orthodox,C2;
overnight,C2;
never,A1;
not,A1;
now,A1;
often,A1;
just,A2;
late,A2;
not,A2;
now,A2;
once,A2;
only,A2;
out,A2;
loud,B1;
luckily,B1;
meanwhile,B1;
next,B1;
next door,B1;
not,B1;
nowadays,B1;
nowhere,B1;
off,B1;
once,B1;
only,B1;
otherwise,B1;
outdoors,B1;
over,B1;
last,B2;
late,B2;
near,B2;
neither,B2;
never,B2;
nor,B2;
often,B2;
on,B2;
otherwise,B2;
out,B2;
over,B2;
namely,C1;
nonetheless,C1;
off,C1;
otherwise,C1;
out,C1;
knowingly,C2;
out,C2;
overboard,C2;
Miss,A1;
Mr,A1;
Mrs,A1;
Ms,A2;
mess,B1;
lifetime,B2;
luxury,B2;
jury,C1;
the middle class,C1;
outcome,C1;
life,C2;
local,C2;
medium,C2;
last,C1;
measure,C1;
narrow,C1;
overlook,C2;
military,B2;
obscene,C2;
navy,B2;
residence,C2;
reflection,C2;
position,B2;
protagonist,C2;
sensibility,C2;
relate,C2;
rubbish,B2;
place,A2;
rip-off,C1;
perform,B2;
seek,B2;
resume,C1;
regard,C1;
resolve,C2;
purchase,B2;
remove,C2;
replace,C2;
practitioner,C2;
possession,C2;
proximity,C2;
paradigm,C2;
quest,C2;
realm,C2;
receipt,B2;
plight,C2;
permit,C1;
prevail,C2;
refrain,C2;
reign,C2;
permit,B1;
regret,B2;
perceive,C1;
rectify,C1;
render,C1;
perceive,C2;
precede,C2;
render,C2;
sadden,C2;
seek,C2;
plus,B2;
racket,C2;
scrap,C2;
riches,C2;
ponder,C2;
reassurance,C2;
revision,B1;
reconstruction,C1;
rewrite,B2;
reassure,C1;
reflect,C1;
replace,B1;
rearrange,B2;
rebuild,B2;
repay,B2;
reconstruct,C1;
redistribute,C2;
refusal,C1;
potential,B2;
radical,C2;
professional,C1;
performance,B1;
resistance,C2;
self-assurance,C2;
self-reliance,C2;
reference,B2;
reference,C1;
patience,B2;
self-confidence,B2;
resilience,C2;
preference,B2;
painter,A2;
player,A2;
poster,A2;
performer,B1;
presenter,B2;
reader,B1;
reminder,C1;
partner,B1;
player,A1;
runner,A2;
printer,A2;
passenger,A2;
scooter,A2;
plumber,B2;
researcher,B2;
painting,A2;
recording,B1;
reading,A1;
schooling,C2;
running,A2;
sailing,A2;
programming,B2;
recording,B2;
parking,B1;
publication,B2;
production,B2;
promotion,B2;
reaction,B2;
sensation,B2;
presentation,B1;
recommendation,B2;
quotation,C2;
punctuation,B1;
registration,B1;
persuasion,C2;
pronunciation,B1;
prediction,B2;
prosecution,C2;
recession,B2;
pollution,B1;
preparation,B1;
prevention,B2;
satisfaction,B2;
resignation,C2;
reputation,B2;
reception,C1;
revolution,B2;
relation,B1;
separation,B2;
position,B1;
qualification,C1;
recreation,B2;
reservation,B1;
racism,B2;
quantity,B1;
quantity,B2;
prosperity,C1;
personality,B2;
quality,B2;
sensitivity,C1;
security,C2;
serenity,C2;
priority,B2;
security,B1;
responsibility,B2;
relative,B1;
realize,B1;
punishment,B2;
payment,B2;
resentment,C2;
retirement,B2;
politeness,B2;
sadness,B2;
rudeness,C1;
selfishness,C1;
self-awareness,C2;
predator,C1;
scholarship,C1;
relationship,B1;
partnership,B2;
pet,A1;
pig,A1;
rabbit,A2;
rat,A2;
parrot,B1;
penguin,B1;
puppy,B1;
paw,B2;
polar bear,B2;
seal,B2;
pony,C1;
reptile,C1;
pack,C2;
saddle,C2;
prey,C2;
page,A1;
photo,A1;
picture,A1;
radio,A1;
photograph,A2;
piano,A2;
play,A2;
programme,A2;
paper,B1;
part,B1;
picture,B1;
poem,B1;
poet,B1;
record,B1;
role,B1;
scene,B1;
series,B1;
picture,B2;
piece,B2;
portrait,B2;
script,B2;
series,B2;
photography,A2;
pop,A2;
rap,A2;
rock,A2;
poetry,B1;
science fiction,B1;
publicity,B2;
sculpture,B1;
rhythm,B2;
present,B2;
print,B2;
promote,B2;
run,C1;
portray,C2;
patient,B1;
pill,B1;
remedy,B2;
rib,B2;
scar,B2;
sense,B2;
pulse,C1;
palm,C2;
plague,C2;
rash,C2;
sample,C2;
scan,C2;
posture,C1;
pain,A2;
poison,B2;
pregnancy,C1;
recover,B1;
react,C1;
prescribe,C2;
relax,C1;
